gene_symbol	MANE_transcript	ClinVar_PL_record_count	cds_count	splice_window_10bp_count	utr_count	intron_count	exon_count	unit_count	best_single_exon_unit_id	best_single_exon_coverage_fraction	best_single_exon_donor_size_bp	best_adjacent_exon_block_unit_id	best_adjacent_exon_block_coverage_fraction	best_adjacent_exon_block_donor_size_bp	best_downstream_CDS_implantation_unit_id	best_downstream_CDS_implantation_coverage_fraction	best_downstream_CDS_implantation_donor_size_bp	semantic_class_prePAExact	mechanism_or_context_caution_class	semantic_panel_role	semantic_note	mode_recommendation_status	interpretation_limit	not_total_score
PGRMC1	ENST00000217971.8	2	2	0	0	0	3	8	PGRMC1:single_exon:E2	0.500000	156	PGRMC1:exon_block:E1-E2	1.000000	563	PGRMC1:downstream_CDS_implantation:after_E1	0.500000	257	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHACTR1	ENST00000332995.12	6	6	2	0	0	15	79	PHACTR1:single_exon:E11	0.333333	56	PHACTR1:exon_block:E10-E12	0.666667	275	PHACTR1:downstream_CDS_implantation:after_E3	1.000000	1637	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHC1	ENST00000544916.6	2	2	0	0	0	15	79	PHC1:single_exon:E2	0.500000	162	PHC1:exon_block:E2-E3	0.500000	273	PHC1:downstream_CDS_implantation:after_E1	1.000000	3012	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHEX	ENST00000379374.5	842	651	313	5	186	22	121	PHEX:single_exon:E20	0.072447	105	PHEX:exon_block:E18-E22	0.288599	3839	PHEX:downstream_CDS_implantation:after_E1	0.975059	2129	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHF2	ENST00000359246.9	1	1	0	0	0	22	121	PHF2:single_exon:E20	1.000000	110	PHF2:exon_block:E19-E20	1.000000	206	PHF2:downstream_CDS_implantation:after_E19	1.000000	566	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHF20	ENST00000374012.8	2	2	0	0	0	18	97	PHF20:single_exon:E7	0.500000	114	PHF20:exon_block:E7-E8	0.500000	294	PHF20:downstream_CDS_implantation:after_E6	1.000000	2228	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHF21A	ENST00000676320.1	43	36	15	0	7	19	103	PHF21A:single_exon:E14	0.093023	61	PHF21A:exon_block:E7-E11	0.395349	942	PHF21A:downstream_CDS_implantation:after_E1	1.000000	2043	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHF3	ENST00000262043.8	169	0	0	169	0	16	85	PHF3:single_exon:E16	1.000000	14426	PHF3:exon_block:E15-E16	1.000000	14622	PHF3:downstream_CDS_implantation:after_E15	1.000000	2120	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHF5A	ENST00000216252.4	2	2	0	0	0	4	13	PHF5A:single_exon:E1	0.500000	91	PHF5A:exon_block:E1-E3	1.000000	282	PHF5A:downstream_CDS_implantation:after_E2	0.500000	254	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHF6	ENST00000370803.8	55	48	18	0	7	11	54	PHF6:single_exon:E2	0.218182	184	PHF6:exon_block:E5-E9	0.563636	594	PHF6:downstream_CDS_implantation:after_E1	1.000000	1095	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHF7	ENST00000327906.8	1	0	0	0	0	11	55	PHF7:single_exon:E3	0.000000	53	PHF7:exon_block:E3-E4	0.000000	145	PHF7:downstream_CDS_implantation:after_E10	0.000000	224	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHF8	ENST00000338154.11	29	22	9	0	7	22	121	PHF8:single_exon:E7	0.137931	187	PHF8:exon_block:E4-E8	0.379310	762	PHF8:downstream_CDS_implantation:after_E2	1.000000	2974	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHGDH	ENST00000641023.2	97	79	34	0	18	12	61	PHGDH:single_exon:E1	0.144330	227	PHGDH:exon_block:E7-E11	0.474227	804	PHGDH:downstream_CDS_implantation:after_E1	0.876289	1461	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHIP	ENST00000275034.5	177	143	51	0	34	40	229	PHIP:single_exon:E15	0.062147	135	PHIP:exon_block:E5-E9	0.242938	734	PHIP:downstream_CDS_implantation:after_E1	0.983051	5423	high_coverage_downstream_CDS_but_donor_or_context_burden	context_burden	context_burden_panel	high coverage depends on donor/context assumptions	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHKA1	ENST00000373542.9	49	34	21	0	15	32	181	PHKA1:single_exon:E7	0.102041	99	PHKA1:exon_block:E22-E26	0.265306	548	PHKA1:downstream_CDS_implantation:after_E2	1.000000	3432	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHKA2	ENST00000379942.5	117	91	43	0	26	33	187	PHKA2:single_exon:E4	0.085470	169	PHKA2:exon_block:E2-E6	0.264957	540	PHKA2:downstream_CDS_implantation:after_E1	0.974359	3627	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHKB	ENST00000323584.10	123	78	65	0	45	31	175	PHKB:single_exon:E28	0.065041	130	PHKB:exon_block:E9-E13	0.235772	589	PHKB:downstream_CDS_implantation:after_E1	1.000000	3203	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHKG2	ENST00000563588.6	52	44	16	0	8	10	49	PHKG2:single_exon:E6	0.211538	164	PHKG2:exon_block:E5-E9	0.711538	601	PHKG2:downstream_CDS_implantation:after_E1	1.000000	1218	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHLDB1	ENST00000600882.6	2	2	1	0	0	23	127	PHLDB1:single_exon:E12	0.500000	90	PHLDB1:exon_block:E10-E12	1.000000	357	PHLDB1:downstream_CDS_implantation:after_E9	1.000000	1752	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHOX2A	ENST00000298231.5	2	0	2	0	2	3	8	PHOX2A:single_exon:E1	0.500000	389	PHOX2A:exon_block:E1-E3	1.000000	1699	PHOX2A:downstream_CDS_implantation:after_E1	1.000000	635	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHOX2B	ENST00000226382.4	82	76	12	2	4	3	8	PHOX2B:single_exon:E3	0.682927	2241	PHOX2B:exon_block:E1-E3	1.000000	2785	PHOX2B:downstream_CDS_implantation:after_E1	0.878049	701	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PHYH	ENST00000263038.9	71	54	34	0	17	9	43	PHYH:single_exon:E7	0.253521	150	PHYH:exon_block:E3-E7	0.760563	694	PHYH:downstream_CDS_implantation:after_E1	0.929577	939	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PI4K2A	ENST00000370631.4	2	2	1	0	0	9	43	PI4K2A:single_exon:E5	0.500000	62	PI4K2A:exon_block:E1-E5	1.000000	1056	PI4K2A:downstream_CDS_implantation:after_E4	0.500000	515	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PI4KA	ENST00000255882.11	42	33	9	0	9	55	319	PI4KA:single_exon:E20	0.071429	109	PI4KA:exon_block:E20-E23	0.166667	463	PI4KA:downstream_CDS_implantation:after_E5	1.000000	5777	large_gene_or_donor_burden_stress_case	donor_burden_dominant	donor_burden_stress_panel	high theoretical coverage may require very large donor or complex transcript context	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PI4KB	ENST00000368873.6	4	4	1	0	0	12	61	PI4KB:single_exon:E11	0.250000	121	PI4KB:exon_block:E10-E11	0.500000	254	PI4KB:downstream_CDS_implantation:after_E1	1.000000	2448	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIAS1	ENST00000249636.11	1	1	0	0	0	14	73	PIAS1:single_exon:E2	1.000000	445	PIAS1:exon_block:E1-E2	1.000000	481	PIAS1:downstream_CDS_implantation:after_E1	1.000000	1929	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIBF1	ENST00000326291.11	17	16	3	0	1	18	97	PIBF1:single_exon:E9	0.176471	126	PIBF1:exon_block:E11-E15	0.470588	642	PIBF1:downstream_CDS_implantation:after_E1	1.000000	2271	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PID1	ENST00000392055.8	1	1	0	0	0	3	8	PID1:single_exon:E3	1.000000	2136	PID1:exon_block:E2-E3	1.000000	2283	PID1:downstream_CDS_implantation:after_E2	1.000000	474	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIDD1	ENST00000347755.10	15	11	6	0	4	16	85	PIDD1:single_exon:E11	0.266667	151	PIDD1:exon_block:E10-E14	0.533333	644	PIDD1:downstream_CDS_implantation:after_E2	1.000000	2435	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIEZO1	ENST00000301015.14	120	106	24	0	14	51	295	PIEZO1:single_exon:E12	0.075000	261	PIEZO1:exon_block:E36-E40	0.158333	1026	PIEZO1:downstream_CDS_implantation:after_E1	1.000000	7499	large_gene_or_donor_burden_stress_case	donor_burden_dominant	donor_burden_stress_panel	high theoretical coverage may require very large donor or complex transcript context	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIEZO2	ENST00000674853.1	134	109	40	0	25	56	325	PIEZO2:single_exon:E56	0.082090	1533	PIEZO2:exon_block:E47-E51	0.134328	804	PIEZO2:downstream_CDS_implantation:after_E1	0.992537	8531	large_gene_or_donor_burden_stress_case	donor_burden_dominant	donor_burden_stress_panel	high theoretical coverage may require very large donor or complex transcript context	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGA	ENST00000333590.6	49	45	7	0	4	6	25	PIGA:single_exon:E2	0.591837	777	PIGA:exon_block:E2-E6	0.979592	3567	PIGA:downstream_CDS_implantation:after_E1	1.000000	1452	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGB	ENST00000164305.10	32	25	9	0	7	12	61	PIGB:single_exon:E7	0.156250	52	PIGB:exon_block:E6-E10	0.562500	684	PIGB:downstream_CDS_implantation:after_E1	0.906250	1499	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGC	ENST00000344529.5	7	7	0	0	0	2	4	PIGC:single_exon:E2	1.000000	1374	PIGC:exon_block:E1-E2	1.000000	1456	PIGC:downstream_CDS_implantation:after_E1	1.000000	891	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGF	ENST00000281382.11	1	0	0	0	1	6	25	PIGF:single_exon:E1	0.000000	72	PIGF:exon_block:E3-E4	0.000000	209	PIGF:downstream_CDS_implantation:after_E1	1.000000	657	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGG	ENST00000453061.7	88	67	26	0	21	13	67	PIGG:single_exon:E9	0.193182	455	PIGG:exon_block:E5-E9	0.568182	1310	PIGG:downstream_CDS_implantation:after_E1	0.988636	2795	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGH	ENST00000216452.9	2	2	0	0	0	4	13	PIGH:single_exon:E2	0.500000	210	PIGH:exon_block:E1-E2	1.000000	455	PIGH:downstream_CDS_implantation:after_E1	0.500000	384	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGK	ENST00000370812.8	10	9	6	0	1	11	55	PIGK:single_exon:E2	0.200000	54	PIGK:exon_block:E1-E5	0.700000	515	PIGK:downstream_CDS_implantation:after_E1	0.900000	1092	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGL	ENST00000225609.10	20	14	7	0	6	7	31	PIGL:single_exon:E1	0.250000	252	PIGL:exon_block:E1-E5	0.700000	543	PIGL:downstream_CDS_implantation:after_E1	0.750000	521	compact_adjacent_exon_block_opportunity	compact_exon_block	primary_metric_specific_candidate_panel	adjacent exon/block unit captures meaningful record burden	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGM	ENST00000368090.5	2	2	0	0	0	1	1	PIGM:single_exon:E1	1.000000	7038							low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGN	ENST00000640252.2	179	111	83	0	68	31	175	PIGN:single_exon:E8	0.067039	125	PIGN:exon_block:E7-E11	0.240223	521	PIGN:downstream_CDS_implantation:after_E1	1.000000	2793	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGO	ENST00000378617.4	81	74	14	0	7	11	55	PIGO:single_exon:E7	0.493827	1528	PIGO:exon_block:E5-E9	0.728395	2290	PIGO:downstream_CDS_implantation:after_E1	1.000000	3267	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGP	ENST00000360525.9	2	2	0	0	0	5	19	PIGP:single_exon:E2	0.500000	104	PIGP:exon_block:E2-E5	1.000000	635	PIGP:downstream_CDS_implantation:after_E1	1.000000	402	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGQ	ENST00000321878.10	45	40	12	0	5	11	55	PIGQ:single_exon:E2	0.488889	698	PIGQ:exon_block:E2-E6	0.866667	1232	PIGQ:downstream_CDS_implantation:after_E1	1.000000	1743	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGS	ENST00000308360.8	13	12	3	0	1	12	61	PIGS:single_exon:E2	0.230769	140	PIGS:exon_block:E5-E9	0.538462	704	PIGS:downstream_CDS_implantation:after_E1	1.000000	1631	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGT	ENST00000279036.12	27	25	5	0	2	12	61	PIGT:single_exon:E4	0.148148	101	PIGT:exon_block:E8-E12	0.481481	1285	PIGT:downstream_CDS_implantation:after_E1	0.925926	1547	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGU	ENST00000217446.8	3	3	0	0	0	12	61	PIGU:single_exon:E3	0.333333	60	PIGU:exon_block:E11-E12	0.666667	581	PIGU:downstream_CDS_implantation:after_E2	1.000000	1110	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGV	ENST00000674202.1	9	9	0	0	0	4	13	PIGV:single_exon:E3	0.777778	1122	PIGV:exon_block:E2-E4	1.000000	4354	PIGV:downstream_CDS_implantation:after_E1	1.000000	1479	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGW	ENST00000614443.2	6	6	0	0	0	2	4	PIGW:single_exon:E2	1.000000	2210	PIGW:exon_block:E1-E2	1.000000	2816	PIGW:downstream_CDS_implantation:after_E1	1.000000	1512	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIGY	ENST00000527353.2	3	1	0	1	0	2	4	PIGY:single_exon:E2	0.666667	1032	PIGY:exon_block:E1-E2	0.666667	1311	PIGY:downstream_CDS_implantation:after_E1	0.666667	213	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIH1D2	ENST00000280350.10	2	0	0	0	0	6	25	PIH1D2:single_exon:E1	0.000000	38	PIH1D2:exon_block:E1-E2	0.000000	246	PIH1D2:downstream_CDS_implantation:after_E5	1.000000	132	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIK3C2A	ENST00000691414.1	30	24	11	0	6	33	187	PIK3C2A:single_exon:E2	0.233333	1130	PIK3C2A:exon_block:E2-E6	0.266667	1625	PIK3C2A:downstream_CDS_implantation:after_E1	1.000000	5058	high_coverage_downstream_CDS_but_donor_or_context_burden	context_burden	context_burden_panel	high coverage depends on donor/context assumptions	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIK3C2G	ENST00000538779.6	14	0	1	0	1	33	187	PIK3C2G:single_exon:E3	0.071429	83	PIK3C2G:exon_block:E3-E4	0.071429	241	PIK3C2G:downstream_CDS_implantation:after_E3	1.000000	3697	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIK3CA	ENST00000263967.4	111	110	9	0	1	21	115	PIK3CA:single_exon:E21	0.216216	6000	PIK3CA:exon_block:E2-E6	0.369369	1221	PIK3CA:downstream_CDS_implantation:after_E1	1.000000	3204	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIK3CB	ENST00000674063.1	1	1	0	0	0	24	133	PIK3CB:single_exon:E23	1.000000	133	PIK3CB:exon_block:E22-E23	1.000000	279	PIK3CB:downstream_CDS_implantation:after_E22	1.000000	268	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIK3CD	ENST00000377346.9	34	33	4	0	1	24	133	PIK3CD:single_exon:E13	0.235294	168	PIK3CD:exon_block:E4-E8	0.382353	879	PIK3CD:downstream_CDS_implantation:after_E1	1.000000	3132	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
